country|year|pib|life_expect|murderers|population
Rwanda|2018|2000|68.8||12300000
Rwanda|2019|2110|69.1||12600000
Rwanda|2020|2230|69.5||13000000
Rwanda|2021|2360|69.7||13300000
Rwanda|2022|2490|70.0||13600000
Rwanda|2023|2620|70.3||13900000
Rwanda|2024|2750|70.6||14200000
Rwanda|2025|2890|70.8||14600000
Rwanda|2026|3020|71.1||14900000
Rwanda|2027|3140|71.3||15200000
Rwanda|2028|3260|71.6||15600000
Rwanda|2029|3360|71.8||15900000
Rwanda|2030|3450|72.1||16200000
Rwanda|2031|3540|72.3||16600000
Rwanda|2032|3620|72.5||16900000
Rwanda|2033|3700|72.7||17200000
Rwanda|2034|3770|72.9||17600000
Rwanda|2035|3850|73.2||17900000
Rwanda|2036|3930|73.4||18300000
Rwanda|2037|4010|73.6||18600000
Rwanda|2038|4090|73.8||18900000
Rwanda|2039|4170|74.0||19300000
Rwanda|2040|4260|74.2||19600000
Rwanda|2041||74.4||20000000
Rwanda|2042||74.6||20300000
Rwanda|2043||74.8||20700000
Rwanda|2044||74.9||21000000
Rwanda|2045||75.1||21400000
Rwanda|2046||75.3||21700000
Rwanda|2047||75.5||22000000
Rwanda|2048||75.7||22400000
Rwanda|2049||75.8||22700000
Rwanda|2050||76.0||23000000
Rwanda|2051||76.2||23400000
Rwanda|2052||76.4||23700000
Rwanda|2053||76.5||24000000
Rwanda|2054||76.7||24400000
Rwanda|2055||76.9||24700000
Rwanda|2056||77.0||25000000
Rwanda|2057||77.2||25300000
Rwanda|2058||77.4||25600000
Rwanda|2059||77.5||25900000
Rwanda|2060||77.7||26200000
Rwanda|2061||77.9||26500000
Rwanda|2062||78.0||26800000
Rwanda|2063||78.2||27000000
Rwanda|2064||78.3||27300000
Rwanda|2065||78.5||27600000
Rwanda|2066||78.7||27900000
Rwanda|2067||78.8||28100000
Rwanda|2068||79.0||28400000
Rwanda|2069||79.1||28600000
Rwanda|2070||79.3||28900000
Rwanda|2071||79.4||29100000
Rwanda|2072||79.6||29300000
Rwanda|2073||79.7||29500000
Rwanda|2074||79.9||29800000
Rwanda|2075||80.0||30000000
Rwanda|2076||80.2||30200000
Rwanda|2077||80.4||30400000
Rwanda|2078||80.5||30600000
Rwanda|2079||80.7||30800000
Rwanda|2080||80.8||31000000
Rwanda|2081||81.0||31100000
Rwanda|2082||81.1||31300000
Rwanda|2083||81.3||31500000
Rwanda|2084||81.4||31600000
Rwanda|2085||81.6||31800000
Rwanda|2086||81.7||32000000
Rwanda|2087||81.9||32100000
Rwanda|2088||82.0||32200000
Rwanda|2089||82.2||32400000
Rwanda|2090||82.3||32500000
Rwanda|2091||82.5||32600000
Rwanda|2092||82.6||32700000
Rwanda|2093||82.8||32800000
Rwanda|2094||82.9||32900000
Rwanda|2095||83.0||33000000
Rwanda|2096||83.2||33100000
Rwanda|2097||83.3||33200000
Rwanda|2098||83.5||33300000
Rwanda|2099||83.6||33300000
Rwanda|2100||83.7||33400000
Samoa|1800|1400|25.4||47300
Samoa|1801|1400|25.4||47300
Samoa|1802|1400|25.4||47300
Samoa|1803|1400|25.4||47300
Samoa|1804|1400|25.4||47300
Samoa|1805|1400|25.4||47300
Samoa|1806|1400|25.4||47300
Samoa|1807|1400|25.4||47200
Samoa|1808|1400|25.4||47200
Samoa|1809|1400|25.4||47200
Samoa|1810|1400|25.4||47200
Samoa|1811|1400|25.4||47200
Samoa|1812|1400|25.4||47200
Samoa|1813|1400|25.4||47200
Samoa|1814|1400|25.4||47200
Samoa|1815|1400|25.4||47200
Samoa|1816|1400|25.4||47200
Samoa|1817|1400|25.4||47200
Samoa|1818|1400|25.4||47200
Samoa|1819|1400|25.4||47100
Samoa|1820|1400|25.4||47100
Samoa|1821|1410|25.4||47100
Samoa|1822|1410|25.4||47100
Samoa|1823|1420|25.4||47100
Samoa|1824|1420|25.4||47100
Samoa|1825|1430|25.4||47100
Samoa|1826|1430|25.4||47100
Samoa|1827|1440|25.4||47100
Samoa|1828|1440|25.4||47100
Samoa|1829|1450|25.4||47100
Samoa|1830|1450|25.4||47100
Samoa|1831|1460|25.4||47100
Samoa|1832|1460|25.4||47000
Samoa|1833|1470|25.4||47000
Samoa|1834|1470|25.4||47000
Samoa|1835|1480|25.4||47000
Samoa|1836|1480|25.4||47000
Samoa|1837|1490|25.4||47000
Samoa|1838|1490|25.4||47000
Samoa|1839|1500|25.4||47000
Samoa|1840|1500|25.4||47000
Samoa|1841|1510|25.4||47000
Samoa|1842|1510|25.4||47000
Samoa|1843|1520|25.4||47000
Samoa|1844|1520|25.4||46900
Samoa|1845|1530|25.4||46900
Samoa|1846|1530|25.4||46900
Samoa|1847|1540|25.4||46900
Samoa|1848|1540|25.4||46900
Samoa|1849|1550|25.4||46800
Samoa|1850|1560|25.4||46700
Samoa|1851|1560|25.4||46500
Samoa|1852|1570|25.4||46200
Samoa|1853|1570|25.4||45900
Samoa|1854|1580|25.4||45600
Samoa|1855|1580|25.4||45300
Samoa|1856|1590|25.4||44900
Samoa|1857|1590|25.4||44600
Samoa|1858|1600|25.4||44300
Samoa|1859|1600|25.4||44000
Samoa|1860|1610|25.4||43700
Samoa|1861|1610|25.4||43400
Samoa|1862|1620|25.4||43100
Samoa|1863|1630|25.4||42800
Samoa|1864|1630|25.4||42500
Samoa|1865|1640|25.4||42200
Samoa|1866|1640|25.4||41900
Samoa|1867|1650|25.4||41600
Samoa|1868|1650|25.4||41300
Samoa|1869|1660|25.4||41000
Samoa|1870|1660|25.4||40700
Samoa|1871|1670|25.5||40400
Samoa|1872|1680|25.5||40100
Samoa|1873|1680|25.6||39800
Samoa|1874|1690|25.6||39600
Samoa|1875|1690|25.7||39300
Samoa|1876|1700|25.7||39000
Samoa|1877|1700|25.8||38700
Samoa|1878|1710|25.8||38500
Samoa|1879|1720|25.9||38200
Samoa|1880|1720|25.9||37900
Samoa|1881|1730|26.0||37600
Samoa|1882|1730|26.1||37400
Samoa|1883|1740|26.1||37100
Samoa|1884|1750|26.2||36900
Samoa|1885|1750|26.2||36600
Samoa|1886|1760|26.3||36300
Samoa|1887|1760|26.3||36100
Samoa|1888|1770|26.4||35800
Samoa|1889|1780|26.4||35600
Samoa|1890|1780|26.5||35300
Samoa|1891|1790|26.6||35100
Samoa|1892|1790|26.6||34800
Samoa|1893|1800|26.7||34600
Samoa|1894|1810|26.7||34300
Samoa|1895|1810|26.8||34100
Samoa|1896|1820|26.8||33800
Samoa|1897|1820|26.9||33600
Samoa|1898|1830|26.9||33400
Samoa|1899|1840|27.0||33300
Samoa|1900|1840|27.1||33300
Samoa|1901|1850|27.1||33500
Samoa|1902|1850|27.2||33800
Samoa|1903|1860|27.2||34300
Samoa|1904|1870|27.3||34800
Samoa|1905|1870|27.3||35300
Samoa|1906|1880|27.4||35800
Samoa|1907|1890|27.4||36300
Samoa|1908|1890|27.5||36800
Samoa|1909|1900|27.6||37200
Samoa|1910|1910|27.6||37400
Samoa|1911|1910|27.7||37500
Samoa|1912|1920|27.7||37400
Samoa|1913|1930|27.8||37200
Samoa|1914|1950|27.8||37000
Samoa|1915|1970|27.9||36800
Samoa|1916|2000|27.9||36600
Samoa|1917|2020|28.0||36400
Samoa|1918|2050|1.1||36200
Samoa|1919|2070|28.1||36400
Samoa|1920|2100|28.2||37000
Samoa|1921|2120|28.2||37900
Samoa|1922|2150|28.3||39200
Samoa|1923|2170|28.3||41000
Samoa|1924|2200|28.4||42900
Samoa|1925|2220|28.4||44800
Samoa|1926|2250|28.5||46800
Samoa|1927|2280|28.5||48900
Samoa|1928|2300|28.6||51100
Samoa|1929|2330|28.6||53200
Samoa|1930|2360|28.7||55000
Samoa|1931|2390|28.8||56600
Samoa|1932|2410|28.8||58000
Samoa|1933|2440|28.9||59100
Samoa|1934|2470|28.9||60300
Samoa|1935|2500|30.4||61500
Samoa|1936|2530|31.8||62700
Samoa|1937|2560|33.3||63900
Samoa|1938|2590|34.7||65200
Samoa|1939|2620|36.2||66400
Samoa|1940|2650|37.7||67700
Samoa|1941|2680|39.1||69000
Samoa|1942|2710|40.6||70300
Samoa|1943|2740|42.1||71600
Samoa|1944|2780|43.6||73000
Samoa|1945|2810|45.1||74300
Samoa|1946|2840|46.6||75700
Samoa|1947|2870|48.1||77100
Samoa|1948|2910|49.6||78600
Samoa|1949|2940|51.1||80200
Samoa|1950|2980|52.7||82100
Samoa|1951|3010|53.1||84400
Samoa|1952|3050|53.8||86800
Samoa|1953|3080|54.5||89200
Samoa|1954|3120|55.2||91700
Samoa|1955|3150|55.9||94200
Samoa|1956|3190|56.6||96800
Samoa|1957|3230|57.4||99500
Samoa|1958|3260|58.1||102000
Samoa|1959|3300|58.8||105000
Samoa|1960|3340|59.5||109000
Samoa|1961|3380|60.2||112000
Samoa|1962|3420|60.9||116000
Samoa|1963|3460|61.6||120000
Samoa|1964|3500|62.3||123000
Samoa|1965|3540|63.0||127000
Samoa|1966|3580|63.8||131000
Samoa|1967|3620|64.5||134000
Samoa|1968|3660|65.2||137000
Samoa|1969|3710|65.9||140000
Samoa|1970|3750|66.7||143000
Samoa|1971|3790|66.7||145000
Samoa|1972|3840|66.7||147000
Samoa|1973|3880|66.7||149000
Samoa|1974|3430|66.7||150000
Samoa|1975|3270|67.2||151000
Samoa|1976|3550|67.7||152000
Samoa|1977|3490|68.1||153000
Samoa|1978|3690|68.6||154000
Samoa|1979|4150|68.8||155000
Samoa|1980|3880|69.2||156000
Samoa|1981|3520|69.3||156000
Samoa|1982|3470|69.4||157000
Samoa|1983|3480|69.6||158000
Samoa|1984|3510|69.7||159000
Samoa|1985|3640|69.9||160000
Samoa|1986|3820|70.1||161000
Samoa|1987|3820|70.3||161000
Samoa|1988|3740|70.4||161000
Samoa|1989|3850|70.6||162000
Samoa|1990|3650|70.8|7.44|163000
Samoa|1991|3540|70.7|7.55|164000
Samoa|1992|3500|71.0|7.65|165000
Samoa|1993|3610|71.1|7.72|167000
Samoa|1994|3490|71.1|7.78|169000
Samoa|1995|3690|71.1|7.81|170000
Samoa|1996|3930|71.1|7.89|171000
Samoa|1997|3930|71.3|7.97|172000
Samoa|1998|4000|71.5|8.01|173000
Samoa|1999|4070|71.6|8.03|174000
Samoa|2000|4330|71.7|7.93|174000
Samoa|2001|4610|71.8|7.89|175000
Samoa|2002|4780|72.0|7.84|176000
Samoa|2003|4960|72.1|7.78|177000
Samoa|2004|5160|72.2|7.76|179000
Samoa|2005|5340|72.2|7.73|180000
Samoa|2006|5410|72.4|7.71|181000
Samoa|2007|5720|72.4|7.74|182000
Samoa|2008|5740|72.5|7.71|183000
Samoa|2009|5420|70.3|7.77|185000
Samoa|2010|5410|72.5|7.85|186000
Samoa|2011|5670|72.5|7.88|187000
Samoa|2012|5650|72.3|7.92|189000
Samoa|2013|5490|72.6|7.98|191000
Samoa|2014|5520|72.7|8.02|192000
Samoa|2015|5570|72.7|8.05|194000
Samoa|2016|5940|72.8|8.02|195000
Samoa|2017|6070|72.9||195000
Samoa|2018|6090|73.0||196000
Samoa|2019|6240|73.2||197000
Samoa|2020|6460|73.3||198000
Samoa|2021|6540|73.4||200000
Samoa|2022|6630|73.5||202000
Samoa|2023|6720|73.7||205000
Samoa|2024|6810|73.8||207000
Samoa|2025|6900|73.9||209000
Samoa|2026|7000|74.0||212000
Samoa|2027|7110|74.1||214000
Samoa|2028|7230|74.3||216000
Samoa|2029|7360|74.4||218000
Samoa|2030|7500|74.5||220000
Samoa|2031|7640|74.7||223000
Samoa|2032|7790|74.8||225000
Samoa|2033|7950|74.9||227000
Samoa|2034|8110|75.0||230000
Samoa|2035|8280|75.2||232000
Samoa|2036|8440|75.3||234000
Samoa|2037|8620|75.4||237000
Samoa|2038|8790|75.6||239000
Samoa|2039|8970|75.7||241000
Samoa|2040|9150|75.8||244000
Samoa|2041||76.0||246000
Samoa|2042||76.1||249000
Samoa|2043||76.2||251000
Samoa|2044||76.3||254000
Samoa|2045||76.5||256000
Samoa|2046||76.6||258000
Samoa|2047||76.7||261000
Samoa|2048||76.9||263000
Samoa|2049||77.0||265000
Samoa|2050||77.1||267000
Samoa|2051||77.3||269000
Samoa|2052||77.4||271000
Samoa|2053||77.5||273000
Samoa|2054||77.7||275000
Samoa|2055||77.8||277000
Samoa|2056||77.9||279000
Samoa|2057||78.1||281000
Samoa|2058||78.2||282000
Samoa|2059||78.3||284000
Samoa|2060||78.5||285000
Samoa|2061||78.6||287000
Samoa|2062||78.8||289000
Samoa|2063||78.9||290000
Samoa|2064||79.0||292000
Samoa|2065||79.2||293000
Samoa|2066||79.3||295000
Samoa|2067||79.5||296000
Samoa|2068||79.6||297000
Samoa|2069||79.7||299000
Samoa|2070||79.9||300000
Samoa|2071||80.0||302000
Samoa|2072||80.2||303000
Samoa|2073||80.3||304000
Samoa|2074||80.4||306000
Samoa|2075||80.6||307000
Samoa|2076||80.7||308000
Samoa|2077||80.8||309000
Samoa|2078||81.0||310000
Samoa|2079||81.1||311000
Samoa|2080||81.3||312000
Samoa|2081||81.4||312000
Samoa|2082||81.5||313000
Samoa|2083||81.7||314000
Samoa|2084||81.8||314000
Samoa|2085||82.0||314000
Samoa|2086||82.1||315000
Samoa|2087||82.2||315000
Samoa|2088||82.4||315000
Samoa|2089||82.5||315000
Samoa|2090||82.6||315000
Samoa|2091||82.8||315000
Samoa|2092||82.9||314000
Samoa|2093||83.0||314000
Samoa|2094||83.2||314000
Samoa|2095||83.3||313000
Samoa|2096||83.4||313000
Samoa|2097||83.5||312000
Samoa|2098||83.7||312000
Samoa|2099||83.8||311000
Samoa|2100||83.9||310000
San Marino|1800|1400|||5490
San Marino|1801|1400|||5490
San Marino|1802|1410|||5490
San Marino|1803|1410|||5490
San Marino|1804|1410|||5490
San Marino|1805|1410|||5490
San Marino|1806|1420|||5490
San Marino|1807|1420|||5490
San Marino|1808|1420|||5490
San Marino|1809|1420|||5490
San Marino|1810|1430|||5490
San Marino|1811|1430|||5490
San Marino|1812|1430|||5490
San Marino|1813|1440|||5490
San Marino|1814|1440|||5490
San Marino|1815|1440|||5490
San Marino|1816|1440|||5490
San Marino|1817|1450|||5490
San Marino|1818|1450|||5490
San Marino|1819|1450|||5500
San Marino|1820|1450|||5520
San Marino|1821|1460|||5540
San Marino|1822|1460|||5580
San Marino|1823|1460|||5620
San Marino|1824|1460|||5670
San Marino|1825|1470|||5710
San Marino|1826|1470|||5750
San Marino|1827|1470|||5800
San Marino|1828|1470|||5840
San Marino|1829|1480|||5890
San Marino|1830|1480|||5930
San Marino|1831|1480|||5980
San Marino|1832|1490|||6030
San Marino|1833|1490|||6070
San Marino|1834|1490|||6120
San Marino|1835|1490|||6170
San Marino|1836|1500|||6210
San Marino|1837|1500|||6260
San Marino|1838|1500|||6310
San Marino|1839|1500|||6360
San Marino|1840|1510|||6410
San Marino|1841|1510|||6460
San Marino|1842|1510|||6510
San Marino|1843|1510|||6560
San Marino|1844|1520|||6610
San Marino|1845|1520|||6660
San Marino|1846|1520|||6710
San Marino|1847|1530|||6770
San Marino|1848|1530|||6820
San Marino|1849|1530|||6870
San Marino|1850|1530|||6920
San Marino|1851|1550|||6980
San Marino|1852|1560|||7030
San Marino|1853|1570|||7080
San Marino|1854|1580|||7130
San Marino|1855|1590|||7180
San Marino|1856|1600|||7240
San Marino|1857|1620|||7290
San Marino|1858|1630|||7350
San Marino|1859|1640|||7400
San Marino|1860|1650|||7460
San Marino|1861|1660|||7510
San Marino|1862|1680|||7570
San Marino|1863|1690|||7620
San Marino|1864|1700|||7680
San Marino|1865|1710|||7740
San Marino|1866|1730|||7790
San Marino|1867|1740|||7850
San Marino|1868|1750|||7910
San Marino|1869|1770|||7970
San Marino|1870|1780|||8030
San Marino|1871|1790|||8090
San Marino|1872|1810|||8150
San Marino|1873|1820|||8210
San Marino|1874|1830|||8270
San Marino|1875|1850|||8330
San Marino|1876|1860|||8390
San Marino|1877|1870|||8460
San Marino|1878|1890|||8520
San Marino|1879|1900|||8580
San Marino|1880|1920|||8640
San Marino|1881|1930|||8710
San Marino|1882|1940|||8770
San Marino|1883|1960|||8840
San Marino|1884|1970|||8900
San Marino|1885|1990|||8970
San Marino|1886|2000|||9040
San Marino|1887|2020|||9100
San Marino|1888|2030|||9170
San Marino|1889|2050|||9240
San Marino|1890|2060|||9310
San Marino|1891|2080|||9380
San Marino|1892|2090|||9450
San Marino|1893|2110|||9520
San Marino|1894|2130|||9590
San Marino|1895|2140|||9660
San Marino|1896|2160|||9730
San Marino|1897|2170|||9800
San Marino|1898|2190|||9880
San Marino|1899|2210|||9950
San Marino|1900|2220|||10000
San Marino|1901|2270|||10100
San Marino|1902|2310|||10200
San Marino|1903|2360|||10200
San Marino|1904|2400|||10300
San Marino|1905|2450|||10400
San Marino|1906|2500|||10500
San Marino|1907|2550|||10600
San Marino|1908|2600|||10600
San Marino|1909|2650|||10700
San Marino|1910|2700|||10900
San Marino|1911|2750|||11000
San Marino|1912|2810|||11200
San Marino|1913|2860|||11300
San Marino|1914|2920|||11500
San Marino|1915|2980|||11700
San Marino|1916|3040|||11900
San Marino|1917|3100|||12100
San Marino|1918|3160|||12300
San Marino|1919|3220|||12500
San Marino|1920|3280|||12600
San Marino|1921|3350|||12700
San Marino|1922|3420|||12700
San Marino|1923|3490|||12700
San Marino|1924|3560|||12700
San Marino|1925|3630|||12700
San Marino|1926|3700|||12700
San Marino|1927|3780|||12700
San Marino|1928|3850|||12700
San Marino|1929|3930|||12800
San Marino|1930|4010|||12800
San Marino|1931|4090|||12900
San Marino|1932|4170|||13100
San Marino|1933|4260|||13300
San Marino|1934|4340|||13500
San Marino|1935|4430|||13700
San Marino|1936|4520|||13900
San Marino|1937|4610|||14100
San Marino|1938|4700|||14300
San Marino|1939|4800|||14400
San Marino|1940|4890|||14400
San Marino|1941|5150|||14400
San Marino|1942|5430|||14200
San Marino|1943|5720|||14000
San Marino|1944|6020|||13800
San Marino|1945|6340|||13600
San Marino|1946|6680|||13300
San Marino|1947|7040|||13100
San Marino|1948|7410|||12900
San Marino|1949|7810|||12800
San Marino|1950|8220|||12800
San Marino|1951|8660|||12900
San Marino|1952|9120|||13100
San Marino|1953|9610|||13300
San Marino|1954|10100|||13500
San Marino|1955|10700|||13800
San Marino|1956|11200|||14100
San Marino|1957|11800|||14400
San Marino|1958|12500|||14700
San Marino|1959|13100|||15100
San Marino|1960|13800|||15400
San Marino|1961|14800|||15800
San Marino|1962|15800|||16300
San Marino|1963|16900|||16700
San Marino|1964|18100|||17100
San Marino|1965|19300|||17500
San Marino|1966|20600|||17900
San Marino|1967|22100|||18300
San Marino|1968|23600|||18700
San Marino|1969|25200|||19000
San Marino|1970|26900|||19200
San Marino|1971|27500|||19400
San Marino|1972|28800|||19500
San Marino|1973|31200|||19600
San Marino|1974|33200|||19700
San Marino|1975|32700|||19800
San Marino|1976|35000|||20100
San Marino|1977|35800|||20400
San Marino|1978|36700|||20800
San Marino|1979|38700|||21100
San Marino|1980|39900|||21500
San Marino|1981|40100|||21800
San Marino|1982|40300|||22000
San Marino|1983|40700|||22300
San Marino|1984|42000|||22500
San Marino|1985|43200|||22800
San Marino|1986|44500|||23000
San Marino|1987|45900|||23300
San Marino|1988|47800|||23500
San Marino|1989|49400|||23800
San Marino|1990|50400|||24100
San Marino|1991|50500|||24500
San Marino|1992|50300|||24800
San Marino|1993|53900|||25200
San Marino|1994|57000|||25600
San Marino|1995|61700|||25900
San Marino|1996|64100|||26300
San Marino|1997|65200|||26600
San Marino|1998|69400|||26900
San Marino|1999|74800|||27100
San Marino|2000|75600|||27500
San Marino|2001|78700|||27800
San Marino|2002|78000|||28200
San Marino|2003|79900|||28600
San Marino|2004|82500|||28900
San Marino|2005|83400|||29300
San Marino|2006|85500|||29700
San Marino|2007|90500|||30100
San Marino|2008|90800|||30400
San Marino|2009|78200|||30800
San Marino|2010|73600|||31200
San Marino|2011|65700|||31700
San Marino|2012|59900|||32100
San Marino|2013|57300|||32600
San Marino|2014|56100|||32900
San Marino|2015|55900|||33300
San Marino|2016|56700|||33500
San Marino|2017|57300|||33700
San Marino|2018|57600|||33800
San Marino|2019|57800|||33900
San Marino|2020|57900|||33900
San Marino|2021|58100|||34000
San Marino|2022|58200|||34100
San Marino|2023|58300|||34200
San Marino|2024|58400|||34200
San Marino|2025|58600|||34300
San Marino|2026|58900|||34300
San Marino|2027|59400|||34300
San Marino|2028|60000|||34400
San Marino|2029|60800|||34400
San Marino|2030|61800|||34400
San Marino|2031|62900|||34400
San Marino|2032|64100|||34400
San Marino|2033|65400|||34400
San Marino|2034|66700|||34400
San Marino|2035|68000|||34400
San Marino|2036|69400|||34400
San Marino|2037|70800|||34400
San Marino|2038|72300|||34400
San Marino|2039|73700|||34400
San Marino|2040|75200|||34300
San Marino|2041||||34300
San Marino|2042||||34300
San Marino|2043||||34200
San Marino|2044||||34200
San Marino|2045||||34100
San Marino|2046||||34000
San Marino|2047||||33900
San Marino|2048||||33800
San Marino|2049||||33700
San Marino|2050||||33600
San Marino|2051||||33500
San Marino|2052||||33400
San Marino|2053||||33300
San Marino|2054||||33200
San Marino|2055||||33100
San Marino|2056||||32900
San Marino|2057||||32800
San Marino|2058||||32700
San Marino|2059||||32600
San Marino|2060||||32400
San Marino|2061||||32300
San Marino|2062||||32200
San Marino|2063||||32100
San Marino|2064||||32000
San Marino|2065||||31900
San Marino|2066||||31700
San Marino|2067||||31600
San Marino|2068||||31500
San Marino|2069||||31400
San Marino|2070||||31300
San Marino|2071||||31200
San Marino|2072||||31100
San Marino|2073||||31000
San Marino|2074||||30900
San Marino|2075||||30900
San Marino|2076||||30800
San Marino|2077||||30700
San Marino|2078||||30600
San Marino|2079||||30500
San Marino|2080||||30500
San Marino|2081||||30400
San Marino|2082||||30300
San Marino|2083||||30300
San Marino|2084||||30200
San Marino|2085||||30100
San Marino|2086||||30100
San Marino|2087||||30000
San Marino|2088||||30000
San Marino|2089||||29900
San Marino|2090||||29900
San Marino|2091||||29900
San Marino|2092||||29800
San Marino|2093||||29800
San Marino|2094||||29800
San Marino|2095||||29800
San Marino|2096||||29700
San Marino|2097||||29700
San Marino|2098||||29700
San Marino|2099||||29700
San Marino|2100||||29700
Sao Tome and Principe|1800|850|31.0||22700
Sao Tome and Principe|1801|852|31.0||22700
Sao Tome and Principe|1802|853|31.0||22700
Sao Tome and Principe|1803|855|31.0||22700
Sao Tome and Principe|1804|857|31.0||22700
Sao Tome and Principe|1805|858|31.0||22700
Sao Tome and Principe|1806|860|31.0||22700
Sao Tome and Principe|1807|861|31.0||22700
Sao Tome and Principe|1808|863|31.0||22700
Sao Tome and Principe|1809|865|31.0||22700
Sao Tome and Principe|1810|866|31.0||22700
Sao Tome and Principe|1811|868|31.0||22700
Sao Tome and Principe|1812|869|31.0||22700
Sao Tome and Principe|1813|871|31.0||22700
Sao Tome and Principe|1814|873|31.0||22700
Sao Tome and Principe|1815|874|31.0||22700
Sao Tome and Principe|1816|876|31.0||22700
Sao Tome and Principe|1817|877|31.0||22700
Sao Tome and Principe|1818|879|31.0||22700
Sao Tome and Principe|1819|881|31.0||22800
Sao Tome and Principe|1820|882|31.0||22800
Sao Tome and Principe|1821|884|31.0||22900
Sao Tome and Principe|1822|886|31.0||23100
Sao Tome and Principe|1823|887|31.0||23200
Sao Tome and Principe|1824|889|31.0||23400
Sao Tome and Principe|1825|891|31.0||23500
Sao Tome and Principe|1826|892|31.0||23700
Sao Tome and Principe|1827|894|31.0||23900
Sao Tome and Principe|1828|896|31.0||24100
Sao Tome and Principe|1829|897|31.0||24200
Sao Tome and Principe|1830|899|31.0||24400
Sao Tome and Principe|1831|901|31.0||24600
Sao Tome and Principe|1832|902|31.0||24700
Sao Tome and Principe|1833|904|31.0||24900
Sao Tome and Principe|1834|906|31.0||25100
Sao Tome and Principe|1835|907|31.0||25300
Sao Tome and Principe|1836|909|31.0||25500
Sao Tome and Principe|1837|911|31.0||25600
Sao Tome and Principe|1838|912|31.0||25800
Sao Tome and Principe|1839|914|31.0||26000
Sao Tome and Principe|1840|916|31.0||26200
Sao Tome and Principe|1841|917|31.0||26400
Sao Tome and Principe|1842|919|31.0||26600
Sao Tome and Principe|1843|921|31.0||26700
Sao Tome and Principe|1844|923|31.0||26900
Sao Tome and Principe|1845|924|31.0||27100
Sao Tome and Principe|1846|926|31.0||27300
Sao Tome and Principe|1847|928|31.0||27500
Sao Tome and Principe|1848|929|31.0||27700
Sao Tome and Principe|1849|931|31.0||27900
Sao Tome and Principe|1850|933|31.0||28100
Sao Tome and Principe|1851|935|31.0||28300
Sao Tome and Principe|1852|936|31.0||28500
Sao Tome and Principe|1853|938|31.0||28700
Sao Tome and Principe|1854|940|31.0||28900
Sao Tome and Principe|1855|942|31.0||29100
Sao Tome and Principe|1856|943|31.0||29300
Sao Tome and Principe|1857|945|31.0||29500
Sao Tome and Principe|1858|947|31.0||29700
Sao Tome and Principe|1859|949|31.0||29900
Sao Tome and Principe|1860|950|31.0||30200
Sao Tome and Principe|1861|952|31.0||30400
Sao Tome and Principe|1862|954|31.0||30600
Sao Tome and Principe|1863|956|31.0||30800
Sao Tome and Principe|1864|957|31.0||31000
Sao Tome and Principe|1865|959|31.0||31200
Sao Tome and Principe|1866|961|31.0||31500
Sao Tome and Principe|1867|963|31.0||31700
Sao Tome and Principe|1868|964|31.0||31900
Sao Tome and Principe|1869|966|31.0||32100
Sao Tome and Principe|1870|968|31.0||32400
Sao Tome and Principe|1871|970|31.0||32600
Sao Tome and Principe|1872|972|31.0||32800
Sao Tome and Principe|1873|973|31.0||33100
Sao Tome and Principe|1874|975|31.1||33300
Sao Tome and Principe|1875|977|31.1||33500
Sao Tome and Principe|1876|979|31.1||33800
Sao Tome and Principe|1877|981|31.1||34000
Sao Tome and Principe|1878|983|31.1||34200
Sao Tome and Principe|1879|984|31.1||34500
Sao Tome and Principe|1880|986|31.1||34700
Sao Tome and Principe|1881|988|31.2||35000
Sao Tome and Principe|1882|990|31.2||35200
Sao Tome and Principe|1883|992|31.2||35500
Sao Tome and Principe|1884|993|31.2||35700
Sao Tome and Principe|1885|995|31.2||36000
Sao Tome and Principe|1886|997|31.2||36200
Sao Tome and Principe|1887|999|31.3||36500
Sao Tome and Principe|1888|1000|31.3||36700
Sao Tome and Principe|1889|1000|31.3||37000
Sao Tome and Principe|1890|1010|31.3||37300
Sao Tome and Principe|1891|1010|31.3||37500
Sao Tome and Principe|1892|1010|31.3||37800
Sao Tome and Principe|1893|1010|31.3||38100
Sao Tome and Principe|1894|1010|31.4||38300
Sao Tome and Principe|1895|1010|31.4||38600
Sao Tome and Principe|1896|1020|31.4||38900
Sao Tome and Principe|1897|1020|31.4||39200
Sao Tome and Principe|1898|1020|31.4||39400
Sao Tome and Principe|1899|1020|31.4||40000
Sao Tome and Principe|1900|1020|31.4||40800
Sao Tome and Principe|1901|1030|31.4||41900
Sao Tome and Principe|1902|1030|31.5||43300
Sao Tome and Principe|1903|1030|31.5||45000
Sao Tome and Principe|1904|1030|31.5||46800
Sao Tome and Principe|1905|1030|31.5||48600
Sao Tome and Principe|1906|1040|31.5||50600
Sao Tome and Principe|1907|1040|31.5||52600
Sao Tome and Principe|1908|1040|31.6||54700
Sao Tome and Principe|1909|1040|31.6||56300
Sao Tome and Principe|1910|1040|31.6||57500
Sao Tome and Principe|1911|1040|31.6||58200
Sao Tome and Principe|1912|1050|31.6||58400
Sao Tome and Principe|1913|1050|31.6||58100
Sao Tome and Principe|1914|1050|31.6||57800
Sao Tome and Principe|1915|1050|31.7||57500
Sao Tome and Principe|1916|1050|31.7||57200
Sao Tome and Principe|1917|1060|31.7||56900
Sao Tome and Principe|1918|1060|12.3||56600
Sao Tome and Principe|1919|1060|31.7||56400
Sao Tome and Principe|1920|1060|31.7||56400
